,lastName,firstName,Site,Rating,URL
0,Ngo,Andy,spectator,1,https://spectator.us/ngo-antifas-american-insurgency/
1,Ngo,Andy,spectator,1,https://spectator.us/how-i-became-an-extremist-overnight/
2,Ngo,Andy,dailywire,1,https://www.dailywire.com/news/39089/antifa-went-protest-fascists-they-targeted-wrong-andy-ngo
3,Ngo,Andy,spectator,1,https://spectator.us/whats-the-matter-with-portland/
4,Ngo,Andy,centerforinquiry,1,http://www.centerforinquiry.net/oncampus/blog/entry/the_challenge_of_freethinking_among_nonbelievers/
5,Ngo,Andy,intomore,1,https://intomore.com/into/the-complicated-family-lives-of-gay-muslims/a042f342a40242fe
6,Coulter,Ann,takimag,2,https://www.takimag.com/article/derek-chauvin-human-sacrifice/
7,Coulter,Ann,indianagazette,2,https://www.indianagazette.com/opinion/gop-moves-to-save-biden-we-want-amnesty-too/article_aa1a72d6-3a3c-5676-b1e3-7ca3d467c432.html
8,Coulter,Ann,indianagazette,2,https://www.indianagazette.com/opinion/rule-by-left-wing-lunatics/article_57f5ceef-113a-5cce-b20e-91d205de5f5e.html
9,Coulter,Ann,indianagazette,2,https://www.indianagazette.com/opinion/nyt-was-he-innocent-answer-no/article_10aeef6b-5337-5023-853c-1f0cfbfd8f38.html
10,Coulter,Ann,indianagazette,2,https://www.indianagazette.com/opinion/my-nation-unifying-impeachment-solution/article_8a719d71-7caa-57f3-b4d9-f8194a689235.html
11,Coulter,Ann,takimag,2,https://www.takimag.com/article/voter-fraud-never-happens-except-in-these-10000-cases/
12,Coulter,Ann,takimag,2,https://www.takimag.com/article/ask-not-what-your-country-is-the-biden-inaugural-address/
13,Coulter,Ann,takimag,2,https://www.takimag.com/article/is-chris-wallace-a-white-supremacist/
14,Coulter,Ann,takimag,2,https://www.takimag.com/article/innocent-until-proven-trump-supporter/
15,Coulter,Ann,takimag,2,https://www.takimag.com/article/why-you-no-longer-recognize-your-country/
16,Coulter,Ann,mineralwellsindex,2,https://www.mineralwellsindex.com/opinion/ann-coulter-like-the-wuhan-virus-liberalism-will-never-die/article_30b411fa-802a-11ea-b2cb-6f9bcce41eb1.html
17,Coulter,Ann,takimag,2,https://www.takimag.com/article/liberalism-like-the-wuhan-virus-will-never-die/
18,Coulter,Ann,takimag,2,https://www.takimag.com/article/mass-incarceration-saved-black-america/
19,Coulter,Ann,vindy,2,http://www.vindy.com/news/2019/aug/26/new-york-times-race-coverage-makes-clear/
20,Coulter,Ann,vindy,2,http://www.vindy.com/news/2019/aug/19/el-paso-shooter-got-his-cues-from-immigr/
21,Coulter,Ann,vindy,2,http://www.vindy.com/news/2019/aug/12/america-is-in-the-midst-of-an-invasion-o/
22,Coulter,Ann,vindy,2,http://www.vindy.com/news/2019/aug/05/judge-to-the-washington-post-dont-try-to/
23,Coulter,Ann,vindy,2,http://www.vindy.com/news/2019/jul/29/medias-admiration-of-mueller-isnt-justif/
24,Coulter,Ann,vindy,2,http://www.vindy.com/news/2019/jul/15/resigning-labor-secretary-acosta-is-not-/
25,Coulter,Ann,vindy,2,http://www.vindy.com/news/2019/jul/08/was-thomas-jefferson-a-member-of-the-lac/
26,Coulter,Ann,vindy,2,http://www.vindy.com/news/2019/jul/01/republican-national-committee-rises-from/
27,Coulter,Ann,vindy,2,http://www.vindy.com/news/2019/jun/24/central-park-five-who-do-you-believe-net/
28,Coulter,Ann,vindy,2,http://www.vindy.com/news/2019/jun/17/central-park-five-exonerations-are-nothi/
29,Coulter,Ann,vindy,2,http://www.vindy.com/news/2019/jun/10/african-folk-tale-standards-have-replace/
